2024-06-25T07:41:35.239Z,HTTPS://CHATGPT.COM/C/8C1DA1FC-6F46-4CB0-A01D-11B3AE2EA33D,access
2024-06-25T07:41:36.619Z,[OBJECT HTMLDIVELEMENT],click
2024-06-25T07:42:03.107Z,"HTTPS://CHATGPT.COM/C/8C1DA1FC-6F46-4CB0-A01D-11B3AE2EA33D,ACCESS",access
2024-06-25T07:42:53.476Z,HTTPS://WWW.NETFLIX.COM/BROWSE,access
2024-06-25T07:42:54.442Z,[OBJECT HTMLDIVELEMENT],click
2024-06-25T07:44:05.280Z,HTTPS://FEDAUTH.COLORADO.EDU/IDP/PROFILE/SAML2/REDIRECT/SSO?EXECUTION=E1S2,access
2024-06-25T07:44:08.132Z,HTTPS://FEDAUTH.COLORADO.EDU/IDP/PROFILE/SAML2/REDIRECT/SSO?EXECUTION=E1S2,access
2024-06-25T07:44:10.268Z,HTTPS://FEDAUTH.COLORADO.EDU/IDP/PROFILE/SAML2/REDIRECT/SSO?EXECUTION=E1S2,access
2024-06-25T07:44:13.946Z,HTTPS://FEDAUTH.COLORADO.EDU/IDP/PROFILE/SAML2/REDIRECT/SSO?EXECUTION=E1S1,access
2024-06-25T07:44:14.302Z,HTTPS://FEDAUTH.COLORADO.EDU/IDP/PROFILE/SAML2/REDIRECT/SSO?EXECUTION=E1S2,access
2024-06-25T07:44:15.017Z,[OBJECT HTMLFORMELEMENT],submit
2024-06-25T07:44:15.015Z,[OBJECT HTMLBUTTONELEMENT],click
2024-06-25T07:44:16.288Z,HTTPS://API-F9B15FAF.DUOSECURITY.COM/FRAME/FRAMELESS/V4/AUTH?SID=FRAMELESS-237B0121-C341-4224-8A43-27D6B51C67FE&TX=EYJHBGCIOIJIUZUXMIISINR5CCI6IKPXVCJ9.EYJKDW9FDW5HBWUIOIJVC3JOMJE3OSISINNJB3BLIJOIB3BLBMLKIIWICMVZCG9UC2VFDHLWZSI6IMNVZGUILCJYZWRPCMVJDF91CMKIOIJODHRWCZOVL2ZLZGF1DGGUY29SB3JHZG8UZWR1L2LKCC9WCM9MAWXLL0F1DGHUL0R1BY8YRKEVZHVVLWNHBGXIYWNRIIWIC3RHDGUIOIIXZTA1MJA5MJHHNZI4YTK3ZJU5OTNJODVMNZRHNZYZYI42NTMXNZMZMYISIMV4CCI6MTCXOTMWNTA1NSWIDXNLX2R1B19JB2RLX2F0DHJPYNV0ZSI6ZMFSC2USIMNSAWVUDF9PZCI6IKRJOU41MUI5SURLS0W2RFNPWFIZIN0.ZUVKUL9NTCET5J80HRFS0SAKMH9A05Q307G_YREBRDRJDVMTBSXRA1OL5TNZJN7K0IYXO7KNYI-XIG4Q1YKWXW,access
2024-06-25T07:44:16.799Z,HTTPS://API-F9B15FAF.DUOSECURITY.COM/FRAME/V4/PREAUTH/HEALTHCHECK?SID=FRAMELESS-237B0121-C341-4224-8A43-27D6B51C67FE,access
